                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
91,0.86922,0.62434,1.1559,0.84651,0.73326,0.79706,0.58977,1.1448,0.81397,1.3189,0.00055421,0.00055421,0.00055421
92,0.92153,0.68889,1.1966,0.83656,0.72683,0.78428,0.57651,1.1827,0.85964,1.3401,0.001,0.001,0.001
93,0.96535,0.73355,1.2205,0.79098,0.64402,0.70952,0.51432,1.2882,1.0991,1.4188,0.0013358,0.0013358,0.0013358
94,0.96198,0.73323,1.2179,0.83216,0.70519,0.77207,0.5568,1.2107,0.88908,1.3418,0.0011719,0.0011719,0.0011719
95,0.96932,0.73516,1.2185,0.8265,0.71218,0.77188,0.55412,1.2304,0.91835,1.3659,0.0011719,0.0011719,0.0011719
96,0.95897,0.71977,1.2097,0.83727,0.73533,0.79135,0.58039,1.1825,0.84452,1.3373,0.0010069,0.0010069,0.0010069
97,0.92876,0.6942,1.1953,0.86436,0.72365,0.79926,0.58512,1.1644,0.82588,1.3318,0.00084184,0.00084184,0.00084184
98,0.89557,0.66025,1.1791,0.85158,0.73423,0.79963,0.58973,1.1606,0.8159,1.3227,0.0006768,0.0006768,0.0006768
99,0.8856,0.63731,1.1717,0.85145,0.74903,0.80322,0.59706,1.1326,0.78772,1.3031,0.00051177,0.00051177,0.00051177
100,0.86455,0.60404,1.1526,0.85427,0.75221,0.80899,0.60147,1.1161,0.7707,1.2956,0.00034674,0.00034674,0.00034674
